id,price_doc
30474,5408801.714347892
30475,7684635.218209139
30476,6347577.204681615
30477,5783179.258868474
30478,5403249.146983224
30479,9828282.582565531
30480,4569538.5796880275
30481,4366159.6350993
30482,4157351.913277509
30483,5209571.612914993
30484,6206765.56077739
30485,5319748.411956044
30486,3918767.564423771
30487,3753892.113787427
30488,5520011.465311429
30489,5895622.745672193
30490,21192457.198067326
30491,16852135.549195893
30492,6277078.828781261
30493,12750440.206599047
30494,7156681.387834446
30495,9568892.352946922
30496,8046258.311310357
30497,8032036.533795295
30498,4723551.71268864
30499,8472258.695177274
30500,12361073.589466872
30501,6253632.529234949
30502,3345614.4757457487
30503,3837818.6211350802
30504,5047084.983015078
30505,11192589.681297436
30506,3360919.7168167992
30507,4805029.777738655
30508,5505411.8641901845
30509,7359351.898099844
30510,9382453.05617961
30511,5749398.007188116
30512,5343748.39858576
30513,4673340.487273044
30514,3224074.414049169
30515,10198163.374149285
30516,5800041.913199806
30517,11652311.930252733
30518,7068953.932072416
30519,4246429.41564907
30520,6785671.342826113
30521,4629968.432062651
30522,7952554.483214827
30523,6103334.257599996
30524,9566063.832947215
30525,8327539.737764564
30526,5158054.060588247
30527,4654423.914884859
30528,7178438.82487278
30529,6244734.719657902
30530,5343891.09396777
30531,17063829.415885326
30532,4608462.152764387
30533,9115457.690584412
30534,7364013.6080614515
30535,9509033.86744008
30536,5560589.657164192
30537,11555063.271345165
30538,4448030.421902675
30539,9226197.9812788
30540,9915025.781313792
30541,5356667.557538579
30542,2551277.467186293
30543,5235106.126428908
30544,5749611.850240212
30545,6994451.477107413
30546,4507321.90394202
30547,9788789.41940985
30548,4684259.121616807
30549,5088629.953365713
30550,12023250.866316166
30551,5074551.801608226
30552,2049354.202513681
30553,6310541.265799895
30554,10527187.355835976
30555,5998982.8436052585
30556,9286914.960433716
30557,6194648.894873364
30558,10018458.546149705
30559,5533362.038598611
30560,5903983.709616629
30561,6387565.072173954
30562,12199807.987791596
30563,4191581.0599997286
30564,7070996.8956110515
30565,5884304.278699044
30566,7736395.045058048
30567,2467310.807963784
30568,8640792.753443584
30569,8852640.293422863
30570,6173541.359536799
30571,6477817.184974
30572,4965483.349523893
30573,6394830.455812595
30574,4176549.858033644
30575,6645621.9441113705
30576,4573593.179439783
30577,3921552.788583623
30578,3019048.030350288
30579,6588876.471927809
30580,4432045.766805703
30581,4503764.136620483
30582,11050677.75494161
30583,7358755.356163004
30584,3378001.9458727865
30585,2818120.1856730236
30586,8951825.964021504
30587,5372481.277781591
30588,7345160.307093234
30589,6726325.049156549
30590,11889569.101377973
30591,5403594.404989194
30592,6258268.219178584
30593,8451341.780191813
30594,6822450.10017642
30595,6108027.4591700835
30596,7110434.138399788
30597,6458368.064757635
30598,9558494.81417875
30599,11253490.31309284
30600,4705104.919703205
30601,5596484.298210906
30602,2145058.0596829564
30603,12705286.01547364
30604,4652528.9312068215
30605,6654621.311968424
30606,24044174.239173662
30607,7008413.259783167
30608,9522428.43002441
